budget,Genre Code,Genre_Name,Popularity,Production Company,Production Country,release_date,revenue,runtime,title,vote_average,vote_count
0,,,0.49,,,9/17/1998,0,117,Am I Beautiful?,7.7,3
0,,,2.75,,,10/30/2013,0,86,Skinwalker Ranch,5,47
0,,,0.04,,,8/12/2016,0,66,The Devil's Needle,7,1
0,,,0,,,11/10/2015,0,73,Children of Eve,0,0
0,,,1.96,,,1/1/1996,0,0,Jack Frusciante è uscito dal gruppo,5.9,30
0,,,1.67,,,11/11/2013,0,114,Song 'e napule,6.4,23
0,,,1.46,,,1/1/2005,0,93,Everything You Want,3.3,6
0,,,2.31,,,2/11/2005,0,86,The Sun King,6.3,6
0,,,0.45,,,7/15/1954,0,95,Living It Up,7.8,4
0,,,2.06,,,6/26/2015,0,87,Batkid Begins,6.4,14
0,,,0.2,,,2/25/1949,0,82,Cover Up,6.1,4
0,,,0.01,,,6/6/1982,0,138,The House That Swift Built,4.6,4
0,,,0.72,,,1/1/1984,0,90,Formula of Love,7.5,11
0,,,0,,,9/1/1974,0,96,Homebodies,7.3,3
0,,,0.11,,,6/21/2003,0,103,"Poor, Poor Pavel",1,1
0,,,1.72,,,5/31/1958,0,88,The Last Inch,5,2
0,,,0.8,,,12/25/1979,0,220,D'Artagnan and Three Musketeers,8.6,5
5000000,,,0.19,,,8/1/2002,340312,113,Antikiller,4.8,5
0,,,1.46,,,8/12/1976,0,110,High Rollers,7.6,22
0,,,0.04,,,6/6/1978,0,145,bbages and Kings,7,1
0,,,0.03,,,,0,0,Sentimentalnyy roman,1,1
0,,,1.09,,,6/30/1980,0,240,Little Tragedies,6.3,5
0,,,0.11,,,12/31/1997,0,100,Looking For Lola,5,1
0,,,0.18,,,12/1/1966,0,102,Elder Sister,6.5,2
0,,,0.56,,,6/6/1975,0,140,The Elder Son,5.2,5
8000000,,,1.07,,,1/1/2009,0,81,OceanWorld 3D,5.3,6
0,,,0.11,,,1/5/1981,0,77,Once Upon a Time Twenty Years Later,4.5,2
0,,,1.48,,,6/23/1987,0,98,A Man from Boulevard des pucines,7,11
0,,,1.62,,,1/2/1981,0,154,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,7.5,21
0,,,0.49,,,11/28/1947,0,80,Cinderella,4.8,5
0,,,0.61,,,10/31/1965,0,102,The First Teacher,5,3
0,,,0.1,,,6/1/1962,0,106,Four Winds of Heaven,5,2
0,,,0,,,11/11/1978,0,142,31st of June,4.3,3
0,,,0.56,,,1/1/1982,0,89,Tears Were Falling,3.1,4
0,,,0.15,,,6/6/1979,0,128,Three Men in a Boat,6,8
0,,,0.33,,,1/1/1978,0,88,Closed Circuit,8,1
0,,,0.04,,,4/1/2027,0,0,The Forty-First,7,1
18000000,,,1.82,,,5/20/2010,0,98,A Distant Neighborhood,6.5,11
0,,,1.31,,,6/6/1987,0,290,"Naval dets, Charge!",6.5,2
0,,,1.43,,,6/6/1966,0,78,The Elusive Revengers,7.4,5
40000,,,0.64,,,1/1/1990,0,82,A Nymphoid Barbarian in Dinosaur Hell,2.3,9
0,,,0.74,,,5/7/1982,0,87,Death Valley,4.7,7
0,,,1.24,,,2/17/2011,0,132,Children...,6.9,16
0,,,0.03,,,1/16/2015,0,95,Classmates,0,0
0,,,0.1,,,1/2/2015,0,139,Lokmanya: Ek Yug Purush,0,0
0,,,0.02,,,5/21/2015,0,160,Sandook,0,0
0,,,0.02,,,2/6/2015,0,162,Baji,0,0
0,,,0.38,,,7/11/2014,0,0,Lai Bhaari,7,3
0,,,0.11,,,8/15/2014,0,0,Rege,8,1
0,,,0.02,,,8/1/2014,0,135,Poshter Boyz,0,0
390000,,,0.02,,,7/19/2014,3,148,DuniyCanadari,0,0
0,,,0.06,,,2/1/2013,0,0,Premachi Goshta,0,0
0,,,0.09,,,7/26/2013,0,132,Time Please,0,0
0,,,0.01,,,6/7/2013,0,0,Zapatlela 2,0,0
0,,,0.08,,,12/21/2013,0,131,Prem Mhanje Prem Mhanje Prem Asta,4,1
0,,,0,,,,0,139,Yedyanchi Jatra,0,0
380000,,,0.04,,,1/15/2010,520000,0,Shikshanachya Aaicha Gho,8,1
0,,,0.05,,,4/9/2010,0,0,Kshanbhar Vishranti,0,0
0,,,0.01,,,10/8/2010,0,0,Agadbam,0,0
0,,,0.33,,,1/8/2009,0,0,Zenda,6,1
0,,,0.06,,,1/1/2009,0,0,Be Dune Saade Char,0,0
0,,,0.01,,,11/6/2009,0,0,Gaiir,0,0
0,,,0,,,1/1/2008,0,123,The Wild Bull,0,0
0,,,0,,,5/18/2007,0,0,Zabardast,0,0
0,,,0,,,1/1/2006,0,0,Jatra: Hyalagaad Re Tyalagaad,0,0
0,,,0,,,4/14/2006,0,0,Hee Porgi Kunachi,0,0
0,,,0.01,,,10/30/2006,0,112,Dombivali Fast,0,0
0,,,0,,,1/1/1990,0,2,DhCanadakebaaz,0,0
0,,,0.12,,,1/1/1988,0,0,Ashi Hi Banwa Banwi,8,2
0,,,0.24,,,11/29/1968,0,157,Padosan,6.4,4
0,,,0,,,10/4/1969,0,104,Coincidence,0,0
0,,,0.62,,,12/18/1970,0,224,Mera Naam Joker,10,3
0,,,0.07,,,5/1/1971,0,0,Haathi Mere Saathi,7.5,2
0,,,0,,,10/18/1974,0,117,Benaam,0,0
0,,,0,,,1/1/1977,0,0,Black Magic,0,0
0,,,0.03,,,4/13/1979,0,113,Baton Baton Mein,5.3,3
0,,,0.03,,,5/22/1979,0,154,Beloved Enemy,5,2
0,,,0.11,,,2/26/1980,0,126,Khubsoorat,5.7,3
0,,,0.42,,,5/23/1980,0,125,Red Rose,0,0
0,,,0.02,,,8/9/1980,0,132,Saboot,0,0
0,,,0.31,,,2/28/1981,0,133,Naram Garam,4.8,2
14000,,,1.4,,,8/12/1983,0,132,"Just Let It Go, Friends",7.4,14
0,,,0.69,,,1/10/1983,0,165,Masoom,4.2,3
0,,,0,,,1/1/1983,0,173,Hero,7,2
0,,,0.05,,,4/23/1983,0,175,Rang Birangi,4.8,2
0,,,0.13,,,10/15/1984,0,144,The Old Temple,4,1
0,,,0.52,,,1/1/1985,0,102,Khamosh,7.5,1
0,,,0,,,4/20/1985,0,0,Arjun,5.3,3
0,,,0,,,2/21/1986,0,137,Chameli Ki Shaadi,0,0
0,,,0.13,,,12/19/1986,0,0,Anubhav,0,0
0,,,0.08,,,2/23/1986,0,194,Karma,7.5,2
0,,,0,,,12/11/1986,0,125,Tahkhana,0,0
0,,,0.78,,,5/25/1987,0,179,Mr. India,7.4,14
0,,,0.57,,,11/11/1988,0,174,Tezaab,5.1,4
0,,,0,,,11/1/1988,0,0,Maalamaal,0,0
0,,,1.85,,,5/6/1988,0,145,Veerana,4.8,4
0,,,2.25,,,10/16/1989,0,192,Maine Pyar Kiya,7,11
0,,,0.01,,,5/7/1990,0,145,Bandh Darwaza,0,0
0,,,0,,,4/13/1990,0,0,Devil's Domain,0,0
0,,,0.04,,,8/30/1991,0,181,Saajan,5.5,4
0,,,0.03,,,1/1/1991,0,161,100 Days,0,0
0,,,0,,,11/22/1991,0,0,Phool Aur Kaante,0,0
0,,,0.18,,,1/1/1992,0,172,Heart,0,0
0,,,0.64,,,5/22/1992,0,174,Jo Jeeta Wohi SikCanadar,7.7,17
0,,,0.22,,,2/7/1992,0,159,Suryavanshi,7.3,3
0,,,0.03,,,7/8/1992,0,171,Chamatkar,6.5,12
0,,,0.59,,,9/9/1993,0,170,Aankhen,4.8,3
0,,,0.01,,,7/5/1993,0,163,Hum Hain Rahi Pyar Ke,7.6,7
0,,,0.14,,,2/5/1993,0,171,King Uncle,7,4
0,,,0.38,,,5/26/1993,0,190,Khal Nayak,7.3,7
0,,,0.04,,,6/22/1993,0,148,Waqt Hamara Hai,6,1
0,,,1.11,,,8/7/1940,0,80,The Lady in Question,6.8,5
0,,,1.41,,,9/11/2015,0,88,Meet the Patels,6.8,23
0,,,4.21,,,2/19/2015,0,115,The Legendary Giulia and Other Miracles,7.1,116
0,,,2,,,12/14/2007,0,0,Natale in crociera,4.5,95
0,,,0,,,1/1/2013,0,28,The Inside of the White Slave Traffic,0,0
0,,,0.01,,,11/26/1969,0,0,A Brief Season,0,0
0,,,0.1,,,12/31/1975,0,64,Three Men in a Boat,3.8,4
0,,,0.4,,,2/18/1978,0,100,The Ghost of Flight 401,4.3,3
0,,,5.01,,,2/2/2016,0,90,Blue Mountain State: The Rise of Thadland,5.7,91
0,,,1.78,,,10/30/2015,0,91,Bare,4.4,15
0,,,0.76,,,9/20/2013,0,83,Septic Man,4.7,9
0,,,0.11,,,10/20/1994,0,160,Suhaag,7,1
0,,,0.32,,,7/22/1994,0,159,Brave Revolutionary,10,1
0,,,0.04,,,1/1/1994,0,0,Gopi Kishan,5,1
0,,,0.42,,,4/5/1995,0,183,Baazi,7.5,4
0,,,0.2,,,9/29/1995,0,0,Barsaat,5.1,5
0,,,0.11,,,7/13/1995,0,147,Takkar,6,1
0,,,0.05,,,11/8/1996,0,0,Sapoot,6,1
0,,,0.53,,,8/9/1996,0,159,Khamoshi: The Musil,7.6,5
0,,,0.63,,,6/9/1996,0,0,Loafer,2,1
0,,,1.41,,,11/15/1996,0,177,Raja Hindustani,6.1,10
0,,,0.66,,,8/23/1996,0,180,Jeet,7,4
0,,,0.32,,,3/14/1996,0,142,Agni Sakshi,8.5,2
0,,,1.05,,,11/8/1996,0,158,Ghatak: Lethal,8.2,3
0,,,0.78,,,12/19/1997,0,0,Chachi 420,6.5,14
1300000,,,2.16,,,10/30/1997,11000000,179,Dil To Pagal Hai,6.6,41
0,,,0.04,,,1/1/1997,0,0,Bhai,6,1
0,,,1.37,,,2/7/1997,0,138,Judwaa,7,4
0,,,0.22,,,7/4/1997,0,175,Gupt: The Hidden Truth,6.8,12
0,,,0.22,,,8/22/1997,0,0,Daud,5.6,4
0,,,0.96,,,12/19/1997,0,153,Aflatoon,6,3
0,,,0.39,,,10/6/1998,0,142,Bade Miyan Chote Miyan,5,7
0,,,1.01,,,11/27/1998,0,179,China Gate,5.4,4
0,,,0.38,,,3/27/1998,0,162,Pyaar Kiya To Darna Kya,6.3,10
0,,,0.17,,,12/10/1998,0,156,Soldier,5.9,5
0,,,1.62,,,1/1/1994,0,100,Sharpe's Company,7,13
0,,,0.17,,,4/21/2016,0,68,On Football,7.3,3
0,,,1.34,,,2/17/2015,0,81,The Last House on Cemetery Lane,3.4,11
0,,,1,,,11/3/2015,0,90,Krampus: The Reckoning,2.5,10
0,,,0.61,,,2/24/2012,0,80,The Ice Dragon,7,1
2023012,,,1.52,,,9/2/2015,0,81,11 Minutes,5.9,15
0,,,0.01,,,10/20/2012,0,96,When the Iron Bird Flies,0,0
0,,,1.64,,,7/10/2014,0,77,Do I Sound Gay?,6.2,20
0,,,0,,,1/1/1984,0,93,Rocktober Blood,3.8,8
0,,,0.91,,,6/1/1974,0,88,'Gator Bait,6.5,2
4000,,,0.45,,,10/5/2008,0,80,That's It,6.4,8
0,,,0.39,,,3/19/2014,0,4,"Jinxy Jenkins, Lucky Lou",7.9,7
0,,,1.14,,,1/26/2000,0,70,Princes and Princesses,7.6,25
0,,,8.61,,,11/6/2015,0,97,The Hallow,5.2,209
0,,,6.9,,,7/11/2015,490643,119,The Boy and the Beast,7.9,304
0,,,1.18,,,8/28/2010,0,109,Toilet,6,4
0,,,0.14,,,9/10/2015,0,89,This Changes Everything,6,2
0,,,1.86,,,2/10/2009,0,111,Strella,6.7,11
0,,,0.1,,,2/27/1986,0,89,Witch from Nepal,7,1
0,,,1.85,,,6/1/1994,0,90,Sharpe's Enemy,6.8,13
0,,,1.43,,,3/10/2010,0,90,Traceless,5.6,9
0,,,0.99,,,11/11/1979,0,359,n't Change the Meeting Place,7.5,10
5000000,,,1.49,,,12/19/2005,0,500,The Master and Margarita,6.2,9
0,,,0.04,,,4/3/1976,0,93,På palmblad och rosor,6,1
0,,,1.25,,,12/20/2013,0,90,Eu Não Faço a Menor Ideia do que eu Tô Fazendo Com a Minha Vida,6.8,10
0,,,0.07,,,10/2/2014,0,0,Sem Pena,7,1
1000000,,,0.02,,,4/7/1996,0,,Seasick,0,0
0,,,0.09,,,6/13/2014,0,98,Stray Dog,0,0
0,,,0.16,,,8/21/2015,0,103,Homecoming,6.5,2
0,,,0.05,,,11/28/2014,0,103,Dream Driven,6,1
0,,,1.05,,,1/5/2000,0,85,Cheap Smokes,6.3,7
0,,,1.5,,,7/9/2015,0,77,Containment,5.1,36
0,,,0.8,,,4/5/2013,0,78,Lotus Eaters,5.4,5
0,,,0.51,,,10/13/2011,0,127,Southwest,5.5,2
0,,,0.07,,,12/15/1983,0,94,Henrietta,6,1
0,,,1.38,,,8/13/1999,0,170,Taal,5.7,15
0,,,0.7,,,11/5/1999,0,177,Hum Saath Saath Hain,5.8,18
0,,,0.43,,,4/1/1999,0,153,Jaanam Samjha Karo,7,3
0,,,0.04,,,1/1/1999,0,158,Dil Kya Kare,5,1
0,,,0.7,,,2/26/1999,0,100,Kaun?,5,4
0,,,0.04,,,7/23/1999,0,165,Pyaar Koi Khel Nahin,2,1
0,,,0.2,,,5/7/1999,0,0,Hogi Pyar Ki Jeet,7.5,2
0,,,1.13,,,5/27/1999,0,159,Biwi No. 1,5.6,7
0,,,0.18,,,9/9/1999,0,139,Hello Brother,6,5
0,,,0.16,,,5/7/1999,0,126,Kartoos,4.7,3
0,,,0.5,,,10/15/1999,0,150,Mast,4.3,3
0,,,0.32,,,7/31/1999,0,0,Kachche Dhaage,6.3,2
0,,,0.03,,,1/1/2000,0,0,Deewane,3,1
0,,,0.64,,,8/11/2000,0,171,Dhadkan,7.4,7
0,,,0.15,,,12/29/2000,0,0,Khiladi 420,4.5,2
0,,,0.05,,,11/9/2000,0,0,Kurukshetra,6,1
0,,,0.44,,,1/7/2000,0,156,Mela,5.5,4
0,,,0.49,,,6/30/2000,0,207,Refugee,5.5,5
0,,,0.4,,,5/18/2000,0,0,Kya Kehna,5,3
1000000,,,0.25,,,9/8/2000,623791,170,Fiza,6.1,7
0,,,0.15,,,7/6/2000,0,0,Bicchoo,3.5,4
0,,,1.5,,,7/23/2000,0,173,Har Dil Jo Pyar Karega...,5.4,11
0,,,0.14,,,2/11/2000,0,0,Pukar,6,4
0,,,0.07,,,11/10/2000,0,0,Beti No. 1,3,1
0,,,0.06,,,3/2/2000,0,127,Khauff,4,1
0,,,0.11,,,10/13/2000,0,149,Jis Desh Mein Ganga Rehta Hai,7.5,2
0,,,0,,,5/26/2000,0,0,Hum To Mohabbat Karega,0,0
0,,,0.09,,,2/11/2000,0,173,BCanadal,5,1
0,,,1.32,,,6/8/1994,0,101,Sharpe's Honour,6.3,13
0,,,1.17,,,5/1/2014,0,102,A Dangerous Game,0,0
0,,,0.17,,,11/19/2013,0,96,Aim High In Creation,7,2
0,,,1.29,,,4/27/2014,0,115,Mr. Dynamite: The Rise of James Brown,7.1,8
750000,,,3.67,,,10/11/2014,0,102,The Falling,5,60
0,,,0.38,,,10/3/2000,0,68,Hundhotellet,5,2
0,,,0,,,,0,25,Monk by Blood,0,0
0,,,0.21,,,11/26/1993,0,90,Romanovin kivet,5.2,6
2742651,,,0.43,,,2/10/2012,0,100,Big Love,4.9,7
0,,,0.89,,,5/5/1971,0,90,The Hellstrom Chronicle,5.9,8
0,,,0.17,,,9/28/2015,0,39,San Francisco 2.0,7.5,4
0,,,0.22,,,6/6/1977,0,68,Walnut Bread,7.5,2
0,,,0.04,,,2/6/2015,0,,Cinema: A Public Affair,0,0
0,,,1.46,,,3/27/2009,0,103,Plan B,7.3,28
0,,,3.26,,,1/1/2015,0,98,Anarchy Parlor,5.4,21
0,,,0.02,,,3/15/2015,0,15,Hallway,0,0
0,,,0.04,,,,0,11,I Am Syd Stone,6,1
0,,,0.38,,,1/1/1959,0,95,"Come Back, Afri",7,1
0,,,0.05,,,4/18/1931,0,65,Cracked Nuts,8,1
0,,,0.72,,,7/6/1977,0,90,Death Duel,7.3,5
0,,,0.01,,,3/16/1954,0,78,Duffy of San Quentin,0,0
0,,,0.05,,,7/18/2014,0,26,Alone With People,7,1
0,,,0.35,,,10/6/2014,0,8,An Afternoon,3.5,1
0,,,0.08,,,10/4/1930,0,78,Half Shot at Sunrise,4,2
0,,,0.09,,,4/16/1964,0,96,Hercules Against the Barbarians,6,2
0,,,0.09,,,11/29/1963,0,90,Hercules Against the Mongols,6.5,2
0,,,0.79,,,6/27/1964,0,90,Hercules Against the Moon Men,1.8,6
0,,,0.66,,,12/7/2014,0,47,In the Land of the Head Hunters,6.2,5
0,,,0.38,,,7/14/2014,0,5,Break Free,8,5
0,,,0.99,,,2/8/2014,0,105,Land of Storms,7.5,19
0,,,0.31,,,1/2/1970,0,100,Last of the Mobile Hot Shots,0,0
8000000,,,0.64,,,5/1/2012,0,117,Match,5.4,7
0,,,0.28,,,7/15/2015,0,88,You're Killing Me,6,2
0,,,0.38,,,10/4/2013,0,94,Tru Love,6.7,6
0,,,0.04,,,10/22/1996,0,83,Santa Claws,1,1
0,,,0.12,,,6/19/2014,0,16,Boy,6,3
167,,,0.2,,,10/3/1962,0,110,The Connection,5.1,5
0,,,0.34,,,11/18/1932,0,86,The Conquerors,0,0
0,,,0.52,,,9/20/1972,0,92,The Delightful Forest,5.4,4
0,,,0.89,,,9/7/1992,0,95,The Double O Kid,3.8,8
0,,,0.24,,,7/13/1961,0,72,The Exiles,6.9,7
0,,,0.02,,,8/14/2014,0,15,Hole,0,0
0,,,0.27,,,2/21/1950,0,85,The Secret Fury,4.3,4
0,,,1.05,,,11/22/1963,0,175,The Victors,8.2,6
0,,,0.08,,,7/1/2028,0,84,Underground,5,1
0,,,0,,,4/18/1977,0,109,Asignatura pendiente,6,2
0,,,0.78,,,11/6/2015,0,0,Isla bonita,3.5,4
0,,,0,,,10/28/1986,0,95,Positive I.D.,8,1
0,,,0.16,,,9/21/1931,0,20,"Douro, Faina Fluvial",7.3,4
0,,,0.01,,,2/21/1995,0,89,Falling For You,0,0
0,,,0.77,,,9/4/2008,0,99,Tobruk,6,4
0,,,0.08,,,9/9/1989,0,131,Last Images of the Shipwreck,7.5,2
0,,,1.89,,,4/26/2007,0,88,Gardener of Eden,5.8,5
0,,,6.35,,,9/18/2015,0,89,Naomi and Ely's No Kiss List,5.9,272
0,,,1.52,,,10/8/2015,0,80,The Subjects,5.5,22
0,,,0.01,,,12/1/1978,0,0,Geppo il folle,6,1
0,,,0.27,,,1/8/1975,0,120,Yuppi Du,6.2,5
0,,,0.08,,,9/5/1969,0,0,H2S,5.5,2
0,,,0.67,,,5/21/2004,0,155,Aayitha Ezhuthu,6.8,8
0,,,0.63,,,12/16/2011,0,115,Maktub,6.2,10
0,,,0.21,,,4/6/2014,0,86,Committed,6.2,5
0,,,0.87,,,8/13/2012,0,121,The forbidden edution,6.6,9
0,,,0.05,,,7/19/2014,0,80,Drops of Joy,8,1
0,,,10.75,,,9/25/2014,0,104,Wildlike,6.6,44
0,,,0.19,,,1/15/1998,0,92,"Pizza, Beer, and Cigarettes",5.4,5
0,,,0.74,,,12/2/2004,0,48,Fighter Pilot: Operation Red Flag,6.1,8
0,,,0.49,,,5/3/2015,0,90,The C-Word,7,3
0,,,6.81,,,11/4/2015,0,0,All Three of Us,7.8,139
37000000,,,33.45,,,11/25/2015,173567581,133,Creed,7.3,1963
20,,,2.49,,,4/18/2011,15,83,William & Kate,5.8,30
0,,,8.45,,,11/15/2011,0,22,Dragons: Gift of the Night Fury,6.9,126
0,,,1.32,,,4/28/2005,0,110,Innocent Steps,6.1,12
0,,,2.82,,,12/6/2010,0,88,Sundays at Tiffany's,5.5,24
0,,,4.36,,,10/28/1965,0,95,The Gendarme in New York,6.1,71
0,,,4.34,,,10/28/1970,0,90,The Gendarme Takes Off,6.5,71
0,,,6.48,,,9/8/1964,0,89,The Gendarme of St. Tropez,6.8,132
0,,,5.74,,,1/31/1979,0,96,The Gendarme and the Creatures from Outer Space,6.1,97
0,,,0.67,,,1/1/2009,0,93,The Scouting Book for Boys,6.9,8
0,,,0.09,,,5/10/2013,0,81,The Girls in the Band,0,1
0,,,0,,,1/1/1988,0,80,Deadbeat at Dawn,6.9,8
0,,,2.87,,,7/17/2015,0,90,Twinsters,7.6,71
0,,,4.4,,,11/6/2015,0,5,Cosmic Scrat-tastrophe,7.4,45
0,,,12.64,,,9/3/2015,22586863,101,Solace,6.2,740
0,,,0.1,,,1/1/1967,0,112,Enter Laughing,6,1
0,,,0,,,6/5/1968,0,91,For Singles Only,0,0
0,,,1.11,,,5/1/2010,0,98,All About Evil,5.6,23
0,,,1.27,,,9/30/2011,0,94,Breathing,7.2,19
0,,,2.71,,,11/25/2010,0,129,"Bruce Lee, My Brother",7,17
0,,,3.29,,,11/7/2013,0,92,The Little Ghost,5.3,13
0,,,0.67,,,1/1/2008,0,88,True Confessions of a Go-Go Girl,3.8,3
0,,,0.92,,,2/1/2008,0,0,Lejdis,5.3,8
0,,,0.11,,,1/5/2001,0,0,Money Is Not Everything,8.2,3
0,,,0.45,,,10/10/2003,0,,Zróbmy sobie wnuka,5.4,5
2100000,,,0.68,,,1/17/2014,0,95,The Mighty Angel,6.9,8
0,,,0.39,,,9/25/2012,0,0,The Dead and the Living,0,0
0,,,0.77,,,7/20/2012,0,80,Shameless,5.2,9
1635794,,,0.13,,,9/10/2012,0,100,Baby Blues,6.2,3
0,,,0.3,,,4/4/2014,0,87,Hardkor Disko,6.4,8
0,,,0.26,,,5/8/1953,0,80,Cry of the Hunted,6,2
0,,,0,,,10/14/1990,0,97,The Challengers,0,0
2000000,,,1.45,,,11/23/2010,0,88,A Nanny for Christmas,5.2,12
4000000,,,1.63,,,7/12/2013,0,99,The Hot Flashes,4.5,22
25000,,,3.99,,,11/5/2015,25000,95,Lost in the Sun,5.8,48
1600000,,,0.46,,,8/1/2014,0,170,JigarthCanada,7.3,11
0,,,1.8,,,5/1/1996,0,100,Sharpe's Regiment,6.8,11
0,,,0.27,,,3/13/2015,0,92,David and Goliath,4.3,6
0,,,0.57,,,1/1/1954,0,97,Frisky,8.2,3
0,,,0.91,,,10/8/1964,0,113,Three Nights of Love,5.5,1
0,,,0,,,3/22/1965,0,91,Six Days a Week,0,0
0,,,0,,,11/18/1969,0,96,Without Knowing Anything About Her,0,0
0,,,0,,,6/6/1974,0,108,Somewhere Beyond Love,6,3
0,,,0.24,,,1/1/1966,0,105,Misunderstood,7.5,16
0,,,0.92,,,12/23/1975,0,105,The Sunday Woman,7,7
0,,,0,,,9/11/1987,0,108,A Boy from labria,6.5,3
0,,,1.01,,,1/30/2004,0,99,Christmas Rematch,6.4,17
0,,,0.04,,,1/1/1988,0,100,The Last Minute,6,1
0,,,0,,,1/1/1991,0,0,Bix,6,2
0,,,0,,,4/9/1993,0,110,Magnifit,5,1
0,,,0.22,,,1/1/1996,0,0,Arne Sorcerer,6.3,6
0,,,0.15,,,10/31/1941,0,77,The White Ship,6.5,4
0,,,0.88,,,7/31/1960,0,151,Espe by Night,6.8,3
0,,,0.91,,,10/12/1961,0,127,Vanina Vanini,6.3,2
0,,,0.02,,,10/24/1975,0,140,The Messiah,6.3,4
0,,,0.4,,,1/1/2001,0,,I valieri che fecero l'impresa,2.3,3
0,,,0.08,,,2/25/1954,0,93,Dov'è la libertà...?,6.5,2
0,,,0.25,,,12/20/1954,0,80,Joan of Arc at the Stake,5,2
0,,,0.86,,,2/19/2010,0,0,Il figlio più piccolo,5.8,16
0,,,0.37,,,10/8/2010,0,98,A Second Childhood,6.8,6
0,,,0.78,,,9/18/2014,0,102,A Golden Boy,4.4,11
11000000,,,12.29,,,5/18/2015,161789,109,Louder Than Bombs,6.7,93
0,,,1.8,,,4/30/2015,0,77,Entre Abelhas,6.8,34
0,,,0.53,,,9/1/1963,0,100,My Wife's Husband,6.3,9
0,,,2.13,,,11/20/1963,0,86,Pouic-Pouic,6.1,21
0,,,0.01,,,6/6/2013,0,100,Algorithms,0,0
0,,,4.27,,,1/1/1966,0,82,Le Grand Restaurant,6.5,70
0,,,0.32,,,6/17/2007,0,86,More of Me,1,1
0,,,0.01,,,1/1/1999,0,102,Ferdinando and rolina,0,0
8900000,,,8.48,,,11/13/2015,4100000,93,Heist,5.6,322
0,,,2.42,,,11/13/2015,0,83,Condemned,3.4,27
0,,,1.31,,,8/11/2015,0,113,Entertainment,5.2,21
0,,,2.56,,,9/12/2014,0,110,"Rio, I Love You",3.8,17
0,,,0.36,,,10/9/2015,0,120,The Murder Pact,4.3,4
0,,,1.17,,,9/16/2010,0,89,PG 16...,6.7,9
0,,,1.53,,,5/8/1996,0,101,Sharpe's Siege,7.5,10
0,,,0.19,,,9/5/2014,0,93,The Price We Pay,6.7,5
0,,,0.53,,,6/8/2014,0,104,We Are Many,6.4,5
0,,,3.42,,,10/30/2013,0,103,Fonzy,5.7,72
0,,,1.39,,,4/10/2015,0,0,Happy 140,6.3,17
0,,,5.68,,,9/12/2014,0,105,Shelter,5.8,34
0,,,0.56,,,9/17/2004,0,92,White Skin,4.6,6
0,,,6.13,,,10/29/2015,0,91,400 Days,4.2,193
0,,,4.5,,,5/22/2014,0,119,A Girl at My Door,7.1,40
0,,,0.48,,,1/1/2004,0,92,Just Desserts,4.3,3
0,,,1.93,,,3/10/2011,0,126,"If Not Us, Who?",5.7,7
0,,,0.15,,,2/5/1995,0,36,The Boy Who Walked Backwards,6.8,4
0,,,1.15,,,3/20/2015,0,112,Lost and Love,5.8,6
0,,,0.23,,,4/1/1992,0,112,Absence,5,1
0,,,0.67,,,5/25/1978,0,116,The Left-Handed Woman,7,2
0,,,0.7,,,10/19/1977,0,92,You Won't Have Alsace-Lorraine,5.4,6
0,,,3.27,,,3/16/1978,0,97,The Discord,6.7,52
0,,,0.27,,,2/21/2013,0,89,The Hardy Bucks Movie,5.2,3
0,,,0,,,3/5/1973,0,102,We Want the Colonels,5.7,3
0,,,0,,,1/1/1976,0,0,Dear Michele,0,0
0,,,0.08,,,4/24/1979,0,120,Lovers and Liars,8,1
0,,,0.62,,,6/3/1985,0,0,The Two Lives of Mattia Pasl,5.8,4
0,,,0,,,4/7/1995,0,0,Facciamo paradiso,0,0
0,,,0.45,,,1/25/1999,0,110,Dirty Linen,0,0
0,,,0.16,,,10/21/1960,0,106,The Passionate Thief,5.2,3
0,,,0,,,4/1/1954,0,0,Forbidden,0,0
0,,,0.15,,,3/3/1955,0,85,Toto and rolina,4.5,2
0,,,0.37,,,10/28/1956,0,103,Donatella,0,0
0,,,0.4,,,2/21/1957,0,,Padri e figli,7.2,3
0,,,0.64,,,1/1/2006,0,102,Le rose del deserto,5.8,2
0,,,3.74,,,4/30/1980,0,92,The Under-Gifted,6.6,82
0,,,1.6,,,12/3/1980,0,100,Inspector Blunder,6.4,24
0,,,0.27,,,10/28/1981,0,0,Le maître d'école,6.4,29
0,,,1.22,,,12/20/1983,0,100,"So Long, Stooge",7,31
0,,,1.51,,,3/23/1983,0,102,Banzai,6,30
0,,,0.8,,,6/7/2014,0,95,Velociraptor,6.1,6
0,,,0.03,,,1/9/1976,0,88,The Mysterious House of Dr. C.,0,0
0,,,0.42,,,2/27/1953,0,105,The Lady Without melias,5.3,4
0,,,0.07,,,12/26/1972,0,207,Chung Kuo - Cina,8,2
0,,,0.27,,,9/3/1981,0,129,The Mystery of Oberwald,7.5,2
0,,,3.5,,,9/9/2004,0,104,Eros,5,16
300000,,,0.52,,,11/16/2011,0,99,The Extreme Tragic Story of Celal Tan and His Family,4.8,5
0,,,1.1,,,1/9/2015,0,0,Bana Masal Anlatma,5.7,9
0,,,1.96,,,1/1/2007,0,95,In Bar,5.8,11
0,,,0.51,,,3/29/2013,0,107,Thou Gild'st the Even,7.8,6
0,,,0.08,,,11/5/2014,0,85,1989,0,0
